FILE,BAND,FWHM
KiDS_DR3.0_357.6_-32.1_r_sci.fits,r,0.57981
KiDS_DR3.0_357.6_-32.1_u_sci.fits,u,1.04105
KiDS_DR3.0_357.6_-33.1_g_sci.fits,g,0.79876
KiDS_DR3.0_357.6_-33.1_i_sci.fits,i,1.10324
KiDS_DR3.0_357.6_-33.1_r_sci.fits,r,0.70349
KiDS_DR3.0_357.6_-33.1_u_sci.fits,u,0.88719
KiDS_DR3.0_357.7_-31.2_g_sci.fits,g,0.83608
KiDS_DR3.0_357.7_-31.2_i_sci.fits,i,0.75676
KiDS_DR3.0_357.7_-31.2_r_sci.fits,r,0.71381
KiDS_DR3.0_357.7_-31.2_u_sci.fits,u,1.00543
KiDS_DR3.0_358.8_-32.1_g_sci.fits,g,0.64188
KiDS_DR3.0_358.8_-32.1_i_sci.fits,i,0.92656
KiDS_DR3.0_358.8_-32.1_r_sci.fits,r,0.60603
KiDS_DR3.0_358.8_-32.1_u_sci.fits,u,0.75797
KiDS_DR3.0_358.8_-33.1_g_sci.fits,g,1.17892
KiDS_DR3.0_358.8_-33.1_i_sci.fits,i,0.88534
KiDS_DR3.0_358.8_-33.1_r_sci.fits,r,0.6383
KiDS_DR3.0_358.8_-33.1_u_sci.fits,u,0.94148
KiDS_DR3.0_3.6_-34.1_g_sci.fits,g,1.03916
KiDS_DR3.0_3.6_-34.1_i_sci.fits,i,0.82506
KiDS_DR3.0_3.6_-34.1_r_sci.fits,r,0.78277
KiDS_DR3.0_3.6_-34.1_u_sci.fits,u,1.24394
KiDS_DR3.0_36.5_-32.1_g_sci.fits,g,1.02051
KiDS_DR3.0_36.5_-32.1_i_sci.fits,i,0.77792
KiDS_DR3.0_36.5_-32.1_r_sci.fits,r,0.64683
KiDS_DR3.0_36.5_-32.1_u_sci.fits,u,1.08559
KiDS_DR3.0_36.8_-33.1_g_sci.fits,g,1.10033
KiDS_DR3.0_36.8_-33.1_i_sci.fits,i,1.07595
KiDS_DR3.0_36.8_-33.1_r_sci.fits,r,0.68108
KiDS_DR3.0_36.8_-33.1_u_sci.fits,u,1.00545
KiDS_DR3.0_37.2_-34.1_g_sci.fits,g,0.63741
KiDS_DR3.0_37.2_-34.1_i_sci.fits,i,0.72177
KiDS_DR3.0_37.2_-34.1_r_sci.fits,r,0.85144
KiDS_DR3.0_37.2_-34.1_u_sci.fits,u,1.10989
KiDS_DR3.0_39.6_-31.2_g_sci.fits,g,0.95386
KiDS_DR3.0_39.6_-31.2_i_sci.fits,i,0.62646
KiDS_DR3.0_39.6_-31.2_r_sci.fits,r,0.66156
KiDS_DR3.0_39.6_-31.2_u_sci.fits,u,0.83408
KiDS_DR3.0_40.0_-32.1_g_sci.fits,g,0.71142
KiDS_DR3.0_40.0_-32.1_i_sci.fits,i,0.77282
KiDS_DR3.0_40.0_-32.1_r_sci.fits,r,0.65897
KiDS_DR3.0_40.0_-32.1_u_sci.fits,u,1.05828
KiDS_DR3.0_40.4_-33.1_g_sci.fits,g,0.62564
KiDS_DR3.0_40.4_-33.1_i_sci.fits,i,0.99111
KiDS_DR3.0_40.4_-33.1_r_sci.fits,r,0.8122
KiDS_DR3.0_40.4_-33.1_u_sci.fits,u,1.23617
KiDS_DR3.0_40.8_-31.2_g_sci.fits,g,0.96682
KiDS_DR3.0_40.8_-31.2_i_sci.fits,i,0.62322
KiDS_DR3.0_40.8_-31.2_r_sci.fits,r,0.81682
KiDS_DR3.0_40.8_-31.2_u_sci.fits,u,1.00707
KiDS_DR3.0_41.6_-33.1_g_sci.fits,g,0.84582
KiDS_DR3.0_41.6_-33.1_i_sci.fits,i,0.8479
KiDS_DR3.0_41.6_-33.1_r_sci.fits,r,0.7914
KiDS_DR3.0_41.6_-33.1_u_sci.fits,u,0.98025
KiDS_DR3.0_41.9_-31.2_g_sci.fits,g,0.99477
KiDS_DR3.0_41.9_-31.2_i_sci.fits,i,0.86144
KiDS_DR3.0_41.9_-31.2_r_sci.fits,r,0.58007
KiDS_DR3.0_41.9_-31.2_u_sci.fits,u,0.94181
KiDS_DR3.0_42.0_-34.1_g_sci.fits,g,1.04625
KiDS_DR3.0_42.0_-34.1_i_sci.fits,i,0.7459
KiDS_DR3.0_42.0_-34.1_r_sci.fits,r,0.72929
KiDS_DR3.0_42.0_-34.1_u_sci.fits,u,0.95602
KiDS_DR3.0_42.4_-32.1_g_sci.fits,g,0.58357
KiDS_DR3.0_42.4_-32.1_i_sci.fits,i,0.97675
KiDS_DR3.0_42.4_-32.1_r_sci.fits,r,0.69469
KiDS_DR3.0_42.4_-32.1_u_sci.fits,u,1.13303
KiDS_DR3.0_43.7_-30.2_g_sci.fits,g,1.10002
KiDS_DR3.0_43.7_-30.2_i_sci.fits,i,1.032
KiDS_DR3.0_43.7_-30.2_r_sci.fits,r,0.85909
KiDS_DR3.0_43.7_-30.2_u_sci.fits,u,1.07569
KiDS_DR3.0_44.0_-33.1_g_sci.fits,g,0.67591
KiDS_DR3.0_44.0_-33.1_i_sci.fits,i,0.72746
KiDS_DR3.0_44.0_-33.1_r_sci.fits,r,0.57534
KiDS_DR3.0_44.0_-33.1_u_sci.fits,u,0.94507
KiDS_DR3.0_44.3_-31.2_g_sci.fits,g,0.68909
KiDS_DR3.0_44.3_-31.2_i_sci.fits,i,0.88793
KiDS_DR3.0_44.3_-31.2_r_sci.fits,r,0.61762
KiDS_DR3.0_44.3_-31.2_u_sci.fits,u,1.02425
KiDS_DR3.0_44.7_-32.1_g_sci.fits,g,0.70977
KiDS_DR3.0_44.7_-32.1_i_sci.fits,i,0.89309
KiDS_DR3.0_44.7_-32.1_r_sci.fits,r,0.61777
KiDS_DR3.0_44.7_-32.1_u_sci.fits,u,0.66076
KiDS_DR3.0_45.1_-33.1_g_sci.fits,g,1.10563
KiDS_DR3.0_45.1_-33.1_i_sci.fits,i,0.68433
KiDS_DR3.0_45.1_-33.1_r_sci.fits,r,0.93091
KiDS_DR3.0_45.1_-33.1_u_sci.fits,u,0.99424
KiDS_DR3.0_45.4_-31.2_g_sci.fits,g,1.10371
KiDS_DR3.0_45.4_-31.2_i_sci.fits,i,1.06586
KiDS_DR3.0_45.4_-31.2_r_sci.fits,r,0.6293
KiDS_DR3.0_45.4_-31.2_u_sci.fits,u,1.14929
KiDS_DR3.0_46.8_-34.1_g_sci.fits,g,0.91481
KiDS_DR3.0_46.8_-34.1_i_sci.fits,i,0.80796
KiDS_DR3.0_46.8_-34.1_r_sci.fits,r,0.73055
KiDS_DR3.0_46.8_-34.1_u_sci.fits,u,0.96867
KiDS_DR3.0_47.1_-32.1_g_sci.fits,g,1.03364
KiDS_DR3.0_47.1_-32.1_i_sci.fits,i,0.76471
KiDS_DR3.0_47.1_-32.1_r_sci.fits,r,0.82091
KiDS_DR3.0_47.1_-32.1_u_sci.fits,u,1.09923
KiDS_DR3.0_47.2_-30.2_g_sci.fits,g,0.95832
KiDS_DR3.0_47.2_-30.2_i_sci.fits,i,0.64204
KiDS_DR3.0_47.2_-30.2_r_sci.fits,r,0.91705
KiDS_DR3.0_47.2_-30.2_u_sci.fits,u,1.21409
KiDS_DR3.0_47.5_-33.1_g_sci.fits,g,1.09048
KiDS_DR3.0_47.5_-33.1_i_sci.fits,i,0.84528
KiDS_DR3.0_47.5_-33.1_r_sci.fits,r,0.71695
KiDS_DR3.0_47.5_-33.1_u_sci.fits,u,0.95184
KiDS_DR3.0_48.2_-32.1_g_sci.fits,g,0.66559
KiDS_DR3.0_48.2_-32.1_i_sci.fits,i,0.59905
KiDS_DR3.0_48.2_-32.1_r_sci.fits,r,0.6575
KiDS_DR3.0_48.2_-32.1_u_sci.fits,u,0.95199
KiDS_DR3.0_48.3_-30.2_g_sci.fits,g,0.90336
KiDS_DR3.0_48.3_-30.2_i_sci.fits,i,0.84976
KiDS_DR3.0_48.3_-30.2_r_sci.fits,r,0.55114
KiDS_DR3.0_48.3_-30.2_u_sci.fits,u,0.93387
KiDS_DR3.0_48.7_-33.1_g_sci.fits,g,0.92458
KiDS_DR3.0_48.7_-33.1_i_sci.fits,i,0.83458
KiDS_DR3.0_48.7_-33.1_r_sci.fits,r,0.66558
KiDS_DR3.0_48.7_-33.1_u_sci.fits,u,1.14535
KiDS_DR3.0_49.5_-30.2_g_sci.fits,g,1.0095
KiDS_DR3.0_49.5_-30.2_i_sci.fits,i,0.94702
KiDS_DR3.0_49.5_-30.2_r_sci.fits,r,0.76162
KiDS_DR3.0_49.5_-30.2_u_sci.fits,u,1.09597
KiDS_DR3.0_50.1_-31.2_g_sci.fits,g,0.7914
KiDS_DR3.0_50.1_-31.2_i_sci.fits,i,0.6648
KiDS_DR3.0_50.1_-31.2_r_sci.fits,r,0.8017
KiDS_DR3.0_50.1_-31.2_u_sci.fits,u,1.25023
KiDS_DR3.0_50.4_-34.1_g_sci.fits,g,0.98261
KiDS_DR3.0_50.4_-34.1_i_sci.fits,i,1.06046
KiDS_DR3.0_50.4_-34.1_r_sci.fits,r,0.54928
KiDS_DR3.0_50.4_-34.1_u_sci.fits,u,1.0018
KiDS_DR3.0_50.6_-30.2_g_sci.fits,g,0.91865
KiDS_DR3.0_50.6_-30.2_i_sci.fits,i,0.90941
KiDS_DR3.0_50.6_-30.2_r_sci.fits,r,0.7263
KiDS_DR3.0_50.6_-30.2_u_sci.fits,u,1.11327
KiDS_DR3.0_50.6_-32.1_g_sci.fits,g,1.02838
KiDS_DR3.0_50.6_-32.1_i_sci.fits,i,0.93581
KiDS_DR3.0_50.6_-32.1_r_sci.fits,r,0.89534
KiDS_DR3.0_50.6_-32.1_u_sci.fits,u,0.96531
KiDS_DR3.0_51.1_-33.1_g_sci.fits,g,1.04198
KiDS_DR3.0_51.1_-33.1_i_sci.fits,i,0.78657
KiDS_DR3.0_51.1_-33.1_r_sci.fits,r,0.78815
KiDS_DR3.0_51.1_-33.1_u_sci.fits,u,1.15232
KiDS_DR3.0_51.6_-34.1_g_sci.fits,g,1.13545
KiDS_DR3.0_51.6_-34.1_i_sci.fits,i,0.75135
KiDS_DR3.0_51.6_-34.1_r_sci.fits,r,0.67701
KiDS_DR3.0_51.6_-34.1_u_sci.fits,u,1.24753
KiDS_DR3.0_51.8_-30.2_g_sci.fits,g,1.21053
KiDS_DR3.0_51.8_-30.2_i_sci.fits,i,0.90248
KiDS_DR3.0_51.8_-30.2_r_sci.fits,r,0.85441
KiDS_DR3.0_51.8_-30.2_u_sci.fits,u,1.01173
KiDS_DR3.0_51.8_-32.1_g_sci.fits,g,1.15994
KiDS_DR3.0_51.8_-32.1_i_sci.fits,i,0.57704
KiDS_DR3.0_51.8_-32.1_r_sci.fits,r,0.7943
KiDS_DR3.0_51.8_-32.1_u_sci.fits,u,0.89167
KiDS_DR3.0_52.3_-33.1_g_sci.fits,g,0.95732
KiDS_DR3.0_52.3_-33.1_i_sci.fits,i,0.73602
KiDS_DR3.0_52.3_-33.1_r_sci.fits,r,0.70573
KiDS_DR3.0_52.3_-33.1_u_sci.fits,u,0.87391
KiDS_DR3.0_52.8_-34.1_g_sci.fits,g,1.21282
KiDS_DR3.0_52.8_-34.1_i_sci.fits,i,0.63422
KiDS_DR3.0_52.8_-34.1_r_sci.fits,r,0.7787
KiDS_DR3.0_52.8_-34.1_u_sci.fits,u,1.22958
